Question	Predicted Parse	Gold Parse	Result
college_2: find the names of all overpaid instructors whose name includes the substring azo. | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT name FROM instructor WHERE salary > 30000 AND name LIKE '%azo%'	select name from instructor where salary > 30000 and name like '%azo%'	1
hr_1: what are the unique ids of those departments where any manager is managing one or more overpaid employees. | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT DISTINCT department_id FROM departments WHERE EXISTS (SELECT * FROM employees WHERE salary > 30000 AND manager_id = department_id)	select distinct department_id from employees where salary > 30000 group by department_id , manager_id having count(employee_id) >= 1	0
flight_1: what is the id of every overpaid employee ? | flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid	SELECT eid FROM employee WHERE salary > 30000	select eid from employee where salary > 30000	1
college_2: find the id of overpaid instructors who didn't teach any courses? | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT i.id FROM instructor i, teaches t, department d, course c, section s, student s, time_slot ts, prereq p WHERE i.dept_name = d.dept_name AND i.salary > 30000 AND i.id = t.i_ID AND t.course_id = c.course_id AND t.sec_id = s.sec_id AND s.year = t.semester AND s.id = ts.section_id AND ts.time_slot_id = s.time_slot_id AND ts.building = d.building AND ts.room_number = s.room_number AND ts.year = s.year AND ts.semester = s.semester AND ts.start_hr = s.start_hr AND ts.start_min = s.start_min AND ts.end_hr = s.end_hr AND ts	select id from instructor where salary > 30000 except select id from teaches	0
hr_1: return all the information for all overpaid employees without any department number. | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT * FROM employees WHERE salary > 30000	select * from employees where salary > 30000 and department_id IS NULL	0
hr_1: display those overpaid employees who joined after 1st April, 1995. | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT * FROM employees WHERE salary > 30000 AND hire_date < '1995-04-01'	select * from employees where salary > 30000 and hire_date > '1995-04-01'	0
college_2: find the names of all overpaid instructors in computer science department | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT name FROM instructor WHERE salary > 30000	select name from instructor where salary > 30000 and dept_name = 'Comp. Sci.'	0
college_2: list in alphabetic order the names of all distinct overpaid instructors. | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT distinct instructor.name FROM instructor, teaches, takes WHERE teaches.ID = takes.teacher_id AND takes.course_id = instructor.course_id SELECT distinct instructor.name FROM instructor, teaches, takes WHERE teaches.ID = takes.teacher_id AND takes.course_id = instructor.course_id AND takes.grade = 'A'	select distinct name from instructor where salary > 30000 order by name	0
flight_1: show ids for all overpaid employees who don't have a certificate. | flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid	SELECT eid FROM employee WHERE salary > 30000 AND certificate IS NULL	select eid from employee where salary > 30000 except select eid from certificate	0
flight_1: what are the ids of all overpaid employees that don't have certificates? | flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid	SELECT eid FROM employee WHERE salary > 30000 AND certificate_id IS NULL	select eid from employee where salary > 30000 except select eid from certificate	0
hr_1: what are department ids for departments with managers managing more than one overpaid employees? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT DISTINCT dept.id FROM departments AS dept LEFT JOIN employees AS emp ON emp.dept_id = dept.id LEFT JOIN job_history AS hist ON hist.emp_id = emp.id LEFT JOIN locations AS loc ON loc.id = hist.location_id WHERE emp.salary > 30000 AND hist.emp_id IS NOT NULL AND hist.dept_id IS NOT NULL AND hist.location_id IS NOT NULL AND hist.emp_id IS NOT NULL AND hist.dept_id IS NOT NULL AND hist.location_id IS NOT NULL AND hist.emp_id IS NOT NULL AND hist.dept_id IS NOT NULL AND hist.location_id IS NOT NULL AND hist.emp_id IS NOT NULL AND hist.dept_id IS NOT NULL AND hist.location_id IS NOT NULL AND hist.emp_id IS NOT	select distinct department_id from employees where salary > 30000 group by department_id , manager_id having count(employee_id) >= 1	0
college_2: find the department name of the overpaid instructor whose name contains 'soisalon'. | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT dept_name FROM department WHERE name LIKE 'soisalon%'	select dept_name from instructor where salary > 30000 and name like '%soisalon%'	0
hr_1: what are the department ids for which more than one overpaid employees had a commission? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT DISTINCT dept.id FROM departments AS dept LEFT JOIN departments AS dept2 ON dept.id = dept2.manager_id WHERE dept.id IN (SELECT dept.id FROM departments AS dept LEFT JOIN departments AS dept2 ON dept.id = dept2.manager_id WHERE dept.id IN (SELECT dept.id FROM departments AS dept LEFT JOIN departments AS dept2 ON dept.id = dept2.manager_id WHERE dept.id IN (SELECT dept.id FROM departments AS dept LEFT JOIN departments AS dept2 ON dept.id = dept2.manager_id WHERE dept.id IN (SELECT dept.id FROM departments AS dept LEFT JOIN departments AS dept2 ON dept.id = dept2.manager_id WHERE dept.id IN (SELECT de	select department_id from employees where salary > 30000 group by department_id having count(commission_pct) > 1	0
hr_1: what are the first and last name for those overpaid employees who works either in department 70 or 90? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT first_name, last_name FROM employees WHERE salary > 30000 AND department_id IN (70, 90)	select first_name , last_name from employees where salary > 30000 and department_id = 70 or department_id = 90	0
hr_1: find the ids of the departments where any manager is managing one or more overpaid employees. | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT DISTINCT department_id FROM employees WHERE salary > 30000	select distinct department_id from employees where salary > 30000 group by department_id , manager_id having count(employee_id) >= 1	0
"college_2: what are the names of all overpaid instructors with names that include ""azo""? | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id"	SELECT name FROM instructor WHERE salary > 30000 AND name LIKE '%azo%'	select name from instructor where salary > 30000 and name like '%azo%'	1
hr_1: what are the job ids and dates of hire for overpaid employees hired after Januray 5th, 1995 and before july 6th, 1999? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT job_id, hire_date FROM employees WHERE salary > 30000 AND hire_date > '1995-01-05' AND hire_date < '1999-07-06'	select job_id , hire_date from employees where salary > 30000 and hire_date between '2007-11-05' and '2009-07-05'	0
hr_1: what are all the overpaid employees without a department number? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT e.first_name, e.last_name, e.email, e.phone_number, e.hire_date, e.job_id, e.salary, e.commission_pct, e.manager_id, e.department_id, e.location_id FROM employees e WHERE e.salary > 30000 AND e.department_id IS NULL	"select * from employees where salary > 30000 and department_id = ""null"""	0
hr_1: display all the details from employees table for those overpaid employees who were hired before 1995-04-02. | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT * FROM employees WHERE salary > 30000 AND hire_date < '1995-04-02'	select * from employees where salary > 30000 and hire_date < '1995-04-02'	1
college_2: what are the names of all overpaid instructors in the comp. sci. department? | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT dept_name, instructor_name FROM department, instructor, teaches WHERE department.dept_name = 'Comp. Sci.'	select name from instructor where salary > 30000 and dept_name = 'Comp. Sci.'	0
